X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
855;550;0.4453869;0.5095583;0.4453869;0.5095583;564.0;0.3498851;True;5/17/2025 1:26:38 PM:909;1747477598909;;
907;546;0.4723999;0.5058;0.5329632;0.4715016;564.0;0.3494167;True;5/17/2025 1:26:39 PM:25;1747477599025;;
867;547;0.4520741;0.5068067;0.4005778;0.5204591;564.1;0.3502341;True;5/17/2025 1:26:39 PM:131;1747477599131;;
824;548;0.4292504;0.5078843;0.3690688;0.5262458;564.2;0.3497087;True;5/17/2025 1:26:39 PM:233;1747477599233;;
797;549;0.4154056;0.508438;0.3600174;0.5258284;564.3;0.349462;True;5/17/2025 1:26:39 PM:320;1747477599320;;
797;549;0.4151352;0.50879;0.4098922;0.5259978;564.4;0.3498776;True;5/17/2025 1:26:39 PM:403;1747477599403;;
793;549;0.4134478;0.5089685;0.3852722;0.5255145;564.4;0.3494124;True;5/17/2025 1:26:39 PM:471;1747477599471;;
795;549;0.4141415;0.5090117;0.4223097;0.5111066;564.5;0.3496643;True;5/17/2025 1:26:39 PM:532;1747477599532;;
801;549;0.4174295;0.509076;0.4447559;0.521801;564.5;0.3493323;True;5/17/2025 1:26:39 PM:583;1747477599583;;
799;550;0.4166052;0.5092708;0.3982904;0.5264508;564.6;0.3493905;True;5/17/2025 1:26:39 PM:633;1747477599633;;
804;550;0.4190767;0.509316;0.4439066;0.5184552;564.6;0.3480635;True;5/17/2025 1:26:39 PM:684;1747477599684;;
874;548;0.4556757;0.5079798;0.5499489;0.4852757;564.5;0.3486403;True;5/17/2025 1:26:39 PM:736;1747477599736;;
874;548;0.4554903;0.507993;0.4446401;0.5133067;564.6;0.3492239;True;5/17/2025 1:26:39 PM:784;1747477599784;;
878;548;0.4573272;0.5080664;0.4784266;0.5170054;564.5;0.3491339;True;5/17/2025 1:26:39 PM:837;1747477599837;;
881;548;0.4589523;0.507805;0.4815605;0.4975848;564.5;0.3490044;True;5/17/2025 1:26:39 PM:886;1747477599886;;
873;548;0.4548236;0.508023;0.42065;0.5203588;564.5;0.3488459;True;5/17/2025 1:26:39 PM:936;1747477599936;;
875;548;0.4562313;0.5078254;0.4767632;0.4986739;564.4;0.3492478;True;5/17/2025 1:26:39 PM:984;1747477599984;;
869;548;0.4531113;0.5080115;0.4222933;0.5192905;564.4;0.3490469;True;5/17/2025 1:26:40 PM:33;1747477600033;;
862;549;0.4492961;0.5083582;0.4128548;0.5246339;564.3;0.3492464;True;5/17/2025 1:26:40 PM:81;1747477600081;;
