X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
575;574;0.2997846;0.5315468;0.2997846;0.5315468;494.8;0.3547347;True;5/17/2025 12:02:11 PM:658;1747472531658;;
576;574;0.3000914;0.5315773;0.3076299;0.5347049;494.8;0.3547646;True;5/17/2025 12:02:11 PM:775;1747472531775;;
664;574;0.3460607;0.5316172;0.4249679;0.5360123;494.8;0.353613;True;5/17/2025 12:02:11 PM:879;1747472531879;;
676;574;0.3523415;0.5316216;0.3885515;0.5334013;494.7;0.3539321;True;5/17/2025 12:02:11 PM:979;1747472531979;;
673;574;0.3510209;0.5316276;0.3392278;0.5344908;494.7;0.3538129;True;5/17/2025 12:02:12 PM:64;1747472532064;;
670;574;0.3491138;0.5316299;0.3306857;0.5342548;494.6;0.3541079;True;5/17/2025 12:02:12 PM:143;1747472532143;;
683;574;0.3561774;0.5316324;0.3976572;0.5337293;494.5;0.3546535;True;5/17/2025 12:02:12 PM:206;1747472532206;;
683;574;0.3561514;0.531635;0.3550155;0.5324413;494.5;0.3545949;True;5/17/2025 12:02:12 PM:265;1747472532265;;
667;574;0.3478917;0.5316358;0.3001364;0.5319159;494.5;0.3539867;True;5/17/2025 12:02:12 PM:315;1747472532315;;
666;574;0.3473737;0.5316364;0.3329601;0.5318549;494.6;0.3544749;True;5/17/2025 12:02:12 PM:362;1747472532362;;
666;574;0.3468981;0.5316368;0.3323003;0.5318882;494.6;0.3539573;True;5/17/2025 12:02:12 PM:416;1747472532416;;
666;574;0.3468835;0.5316342;0.3396502;0.5308851;494.6;0.354402;True;5/17/2025 12:02:12 PM:474;1747472532474;;
667;574;0.3476824;0.5316351;0.3610386;0.5325857;494.6;0.3540758;True;5/17/2025 12:02:12 PM:522;1747472532522;;
619;574;0.322614;0.53163;0.2402436;0.5302443;494.6;0.3546878;True;5/17/2025 12:02:12 PM:573;1747472532573;;
611;574;0.3185921;0.5316288;0.2822533;0.5309226;494.6;0.3539818;True;5/17/2025 12:02:12 PM:624;1747472532624;;
589;574;0.3072211;0.5316293;0.2459123;0.5320792;494.5;0.3536125;True;5/17/2025 12:02:12 PM:673;1747472532673;;
