X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
974;614;0.5075083;0.5693323;0.5075083;0.5693323;370.2;0.210459;False;6/24/2025 4:57:37 PM:289;1750773457289;;
975;616;0.5080606;0.5709012;0.5326211;0.6406191;370.2;0.2064964;False;6/24/2025 4:57:37 PM:301;1750773457301;;
974;618;0.5077201;0.5724253;0.4923635;0.6410798;370.2;0.208745;False;6/24/2025 4:57:37 PM:312;1750773457312;;
985;607;0.5132769;0.5620764;0.7139577;0.1884542;367.4;0.2340102;False;6/24/2025 4:57:37 PM:327;1750773457327;;
993;597;0.5176888;0.5535546;0.7353126;0.1334871;364.9;0.2345417;False;6/24/2025 4:57:37 PM:338;1750773457338;;
1002;588;0.5218889;0.5449886;0.737265;0.1062728;362.7;0.2346603;False;6/24/2025 4:57:37 PM:348;1750773457348;;
1010;579;0.5262173;0.536161;0.7372289;0.1063387;360.7;0.2345736;False;6/24/2025 4:57:37 PM:359;1750773457359;;
1008;576;0.5254307;0.5337569;0.4957858;0.4433592;363.2;0.2120443;False;6/24/2025 4:57:37 PM:374;1750773457374;;
1007;575;0.5247821;0.5327333;0.4919284;0.480957;365.4;0.2133233;False;6/24/2025 4:57:37 PM:384;1750773457384;;
1006;574;0.5241332;0.5317077;0.4919635;0.4809306;367.5;0.2133844;False;6/24/2025 4:57:37 PM:394;1750773457394;;
1005;573;0.5234786;0.5306762;0.4918977;0.4809802;369.3;0.2132697;False;6/24/2025 4:57:37 PM:405;1750773457405;;
1003;572;0.5228052;0.5296634;0.4909453;0.4818131;370.9;0.21311;False;6/24/2025 4:57:37 PM:417;1750773457417;;
1003;571;0.5224074;0.528715;0.5064673;0.4907652;369.5;0.2183302;False;6/24/2025 4:57:37 PM:430;1750773457430;;
1002;570;0.5223389;0.5283588;0.5187719;0.5098391;368.2;0.2194164;False;6/24/2025 4:57:37 PM:440;1750773457440;;
