X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
524;697;0.2731972;0.6460773;0.2731972;0.6460773;622.4;0.3518004;True;5/24/2025 12:53:34 AM:877;1748037214877;;
603;690;0.3142415;0.6397318;0.386704;0.5953399;622.3;0.3546348;True;5/24/2025 12:53:34 AM:989;1748037214989;;
944;677;0.4920082;0.6276523;0.6172431;0.5594323;622.6;0.3524355;True;5/24/2025 12:53:35 AM:93;1748037215093;;
1050;732;0.5473682;0.6781963;0.6143889;0.7827874;622.9;0.3528064;True;5/24/2025 12:53:35 AM:194;1748037215194;;
1124;740;0.5854459;0.6860823;0.6505328;0.7374492;623.2;0.354651;True;5/24/2025 12:53:35 AM:274;1748037215274;;
1155;736;0.6019741;0.6821772;0.6469567;0.6454366;623.3;0.3538245;True;5/24/2025 12:53:35 AM:352;1748037215352;;
1180;688;0.6147234;0.6376784;0.6610293;0.5082904;623.5;0.3527013;True;5/24/2025 12:53:35 AM:420;1748037215420;;
1183;632;0.6162649;0.5853414;0.6341342;0.4358251;623.6;0.3544715;True;5/24/2025 12:53:35 AM:479;1748037215479;;
903;450;0.4703145;0.4175381;0.312688;0.1744919;623.8;0.3911196;False;5/24/2025 12:53:35 AM:533;1748037215533;;
977;452;0.5092253;0.4186532;0.6410062;0.4382096;624.0;0.3550692;True;5/24/2025 12:53:35 AM:582;1748037215582;;
1009;452;0.5258554;0.419385;0.6208985;0.4729146;624.1;0.3544757;True;5/24/2025 12:53:35 AM:635;1748037215635;;
1030;484;0.5368477;0.4490252;0.6213669;0.5922814;624.2;0.3535885;True;5/24/2025 12:53:35 AM:686;1748037215686;;
1032;485;0.5375848;0.4499258;0.5434347;0.472182;624.3;0.3507983;True;5/24/2025 12:53:35 AM:736;1748037215736;;
1040;491;0.5418249;0.4546823;0.6017277;0.5300038;624.4;0.3519829;True;5/24/2025 12:53:35 AM:786;1748037215786;;
1065;491;0.5547615;0.4554442;0.6377866;0.4716539;624.5;0.3537977;True;5/24/2025 12:53:35 AM:835;1748037215835;;
1065;502;0.5551462;0.4655305;0.5992358;0.5616499;624.5;0.354551;True;5/24/2025 12:53:35 AM:882;1748037215882;;
1126;467;0.5864675;0.4324994;0.6959093;0.3232527;624.7;0.3528246;True;5/24/2025 12:53:35 AM:931;1748037215931;;
1159;447;0.6039888;0.4140987;0.695701;0.3232099;624.8;0.3528015;True;5/24/2025 12:53:35 AM:975;1748037215975;;
1160;447;0.6043394;0.4142146;0.6396779;0.4309466;624.9;0.3537447;True;5/24/2025 12:53:36 AM:24;1748037216024;;
1161;456;0.6049144;0.4224684;0.6290516;0.4995607;624.9;0.3539461;True;5/24/2025 12:53:36 AM:76;1748037216076;;
1161;443;0.6051524;0.4102075;0.6321844;0.3396249;625.0;0.3543034;True;5/24/2025 12:53:36 AM:123;1748037216123;;
1153;443;0.6009867;0.4102807;0.5753202;0.4158648;625.0;0.3535806;True;5/24/2025 12:53:36 AM:170;1748037216170;;
1137;445;0.592639;0.4126355;0.5526325;0.4547606;625.1;0.3560294;True;5/24/2025 12:53:36 AM:224;1748037216224;;
1138;446;0.5930051;0.4130361;0.6109456;0.4397478;625.1;0.3543521;True;5/24/2025 12:53:36 AM:272;1748037216272;;
1126;446;0.5868042;0.4129678;0.5483409;0.4109941;625.1;0.3544754;True;5/24/2025 12:53:36 AM:321;1748037216321;;
1130;403;0.5888689;0.3733498;0.6170818;0.2429517;625.1;0.3548818;True;5/24/2025 12:53:36 AM:372;1748037216372;;
1132;341;0.5895968;0.3166309;0.6103693;0.1588857;625.1;0.3558006;True;5/24/2025 12:53:36 AM:421;1748037216421;;
1131;371;0.5892099;0.3441603;0.5819114;0.4705093;625.1;0.3541289;True;5/24/2025 12:53:36 AM:468;1748037216468;;
1117;376;0.5822176;0.348539;0.5399171;0.4073526;625.1;0.3544698;True;5/24/2025 12:53:36 AM:519;1748037216519;;
1118;383;0.5825098;0.3551412;0.5929882;0.4296453;625.0;0.3535327;True;5/24/2025 12:53:36 AM:566;1748037216566;;
1114;399;0.5802969;0.3703563;0.5548057;0.4760153;625.0;0.3547908;True;5/24/2025 12:53:36 AM:615;1748037216615;;
1119;360;0.5828403;0.3342517;0.6102895;0.2168901;625.1;0.3524443;True;5/24/2025 12:53:36 AM:664;1748037216664;;
1142;366;0.595033;0.3393969;0.6566622;0.4088677;625.2;0.3553439;True;5/24/2025 12:53:36 AM:712;1748037216712;;
1145;393;0.5963592;0.3641517;0.6212602;0.4943584;625.3;0.3526654;True;5/24/2025 12:53:36 AM:760;1748037216760;;
1171;376;0.6101598;0.3482544;0.6768897;0.2729791;625.3;0.3537194;True;5/24/2025 12:53:36 AM:811;1748037216811;;
1187;366;0.6182951;0.3388994;0.6768599;0.2729835;625.4;0.3537166;True;5/24/2025 12:53:36 AM:854;1748037216854;;
1190;438;0.6201441;0.4064449;0.6543012;0.586111;625.4;0.3523053;True;5/24/2025 12:53:36 AM:903;1748037216903;;
1199;430;0.6246682;0.3983404;0.671987;0.3312915;625.4;0.353312;True;5/24/2025 12:53:36 AM:954;1748037216954;;
1220;420;0.6355222;0.3890299;0.7022094;0.3131092;625.3;0.3508154;True;5/24/2025 12:53:37 AM:7;1748037217007;;
1222;422;0.6367326;0.3909191;0.6727886;0.4158561;625.3;0.351879;True;5/24/2025 12:53:37 AM:55;1748037217055;;
1223;415;0.637202;0.3847292;0.6464695;0.3206444;625.2;0.3508121;True;5/24/2025 12:53:37 AM:105;1748037217105;;
1257;385;0.6551781;0.3565463;0.7377036;0.2267581;625.1;0.3521881;True;5/24/2025 12:53:37 AM:154;1748037217154;;
1293;378;0.673563;0.35067;0.7586747;0.2788154;625.0;0.3521329;True;5/24/2025 12:53:37 AM:199;1748037217199;;
1293;380;0.6737176;0.3521235;0.69286;0.3700233;624.8;0.3531633;True;5/24/2025 12:53:37 AM:249;1748037217249;;
1292;386;0.673049;0.358236;0.665048;0.4092351;624.8;0.3519297;True;5/24/2025 12:53:37 AM:298;1748037217298;;
1300;396;0.6775182;0.3675633;0.7252582;0.4409336;624.8;0.3518648;True;5/24/2025 12:53:37 AM:340;1748037217340;;
1301;394;0.6777579;0.3650761;0.6993063;0.3287792;624.7;0.3497909;True;5/24/2025 12:53:37 AM:392;1748037217392;;
1238;458;0.645062;0.4249637;0.5594344;0.5904701;624.6;0.3524584;True;5/24/2025 12:53:37 AM:440;1748037217440;;
1248;455;0.6502571;0.4221845;0.7012371;0.3752829;624.5;0.3513372;True;5/24/2025 12:53:37 AM:487;1748037217487;;
1267;436;0.6603404;0.404353;0.7249289;0.3018613;624.5;0.3523469;True;5/24/2025 12:53:37 AM:541;1748037217541;;
1266;440;0.6595445;0.4078077;0.6515392;0.4417265;624.4;0.3544367;True;5/24/2025 12:53:37 AM:590;1748037217590;;
1266;430;0.6597057;0.3988329;0.6807767;0.3195771;624.3;0.350893;True;5/24/2025 12:53:37 AM:636;1748037217636;;
1268;431;0.6605362;0.3994686;0.68872;0.4108269;624.2;0.3523434;True;5/24/2025 12:53:37 AM:687;1748037217687;;
1274;437;0.6639894;0.405543;0.7103316;0.4611846;624.1;0.3523273;True;5/24/2025 12:53:37 AM:730;1748037217730;;
1277;435;0.6656218;0.4034933;0.7024724;0.3668177;624.1;0.3526841;True;5/24/2025 12:53:37 AM:780;1748037217780;;
1315;434;0.685085;0.4020565;0.7703333;0.3673612;624.0;0.3507563;True;5/24/2025 12:53:37 AM:829;1748037217829;;
1311;436;0.6829746;0.4037176;0.6659998;0.4285558;623.9;0.3523023;True;5/24/2025 12:53:37 AM:878;1748037217878;;
1289;435;0.6714464;0.403617;0.6192434;0.3914219;623.8;0.3522412;True;5/24/2025 12:53:37 AM:925;1748037217925;;
1309;436;0.6821974;0.4043575;0.7425749;0.4215806;623.8;0.351091;True;5/24/2025 12:53:37 AM:975;1748037217975;;
1311;438;0.6829973;0.4058073;0.7072487;0.4335593;623.6;0.3515731;True;5/24/2025 12:53:38 AM:25;1748037218025;;
1306;471;0.6802505;0.4364868;0.6566228;0.5641263;623.6;0.3528402;True;5/24/2025 12:53:38 AM:72;1748037218072;;
1307;444;0.6812052;0.4114256;0.7035609;0.3036033;623.4;0.3506916;True;5/24/2025 12:53:38 AM:123;1748037218123;;
1269;465;0.6612853;0.4310737;0.5937235;0.5294718;623.3;0.3494177;True;5/24/2025 12:53:38 AM:176;1748037218176;;
1242;492;0.6473024;0.4559653;0.5861257;0.5742067;623.2;0.3498534;True;5/24/2025 12:53:38 AM:223;1748037218223;;
1245;490;0.6485568;0.454051;0.669696;0.4271792;623.1;0.3511932;True;5/24/2025 12:53:38 AM:274;1748037218274;;
1245;470;0.6487438;0.4352374;0.6600325;0.3371273;623.1;0.3514706;True;5/24/2025 12:53:38 AM:320;1748037218320;;
1245;463;0.6487516;0.4290729;0.6558053;0.3657868;623.1;0.3513968;True;5/24/2025 12:53:38 AM:364;1748037218364;;
1254;476;0.6535444;0.4407709;0.6954831;0.5153641;623.0;0.3513877;True;5/24/2025 12:53:38 AM:414;1748037218414;;
