X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
932;573;0.4854943;0.5313103;0.4854943;0.5313103;481.9;0.3443481;True;5/17/2025 12:43:28 PM:508;1747475008508;;
804;572;0.4189471;0.5301617;0.3347942;0.5111181;481.5;0.3448963;True;5/17/2025 12:43:28 PM:628;1747475008628;;
694;572;0.361917;0.5300376;0.278217;0.5187178;481.2;0.3451326;True;5/17/2025 12:43:28 PM:733;1747475008733;;
577;571;0.3006962;0.5294672;0.2180486;0.5106646;480.8;0.3454888;True;5/17/2025 12:43:28 PM:850;1747475008850;;
535;571;0.2786898;0.5294563;0.2180745;0.5165316;480.4;0.3445812;True;5/17/2025 12:43:28 PM:938;1747475008938;;
458;569;0.2390013;0.5272669;0.1570394;0.4911676;480.0;0.3445235;True;5/17/2025 12:43:29 PM:23;1747475009023;;
426;568;0.2221914;0.5261682;0.1573254;0.4916202;479.7;0.3454232;True;5/17/2025 12:43:29 PM:87;1747475009087;;
422;568;0.2199752;0.5259348;0.1899335;0.5105091;479.6;0.3454239;True;5/17/2025 12:43:29 PM:153;1747475009153;;
421;567;0.2197597;0.5257601;0.2007788;0.515787;479.4;0.345438;True;5/17/2025 12:43:29 PM:204;1747475009204;;
421;567;0.2195911;0.5256401;0.200594;0.5144111;479.3;0.3454422;True;5/17/2025 12:43:29 PM:251;1747475009251;;
419;567;0.2186244;0.5255874;0.1909013;0.5114755;479.1;0.3452858;True;5/17/2025 12:43:29 PM:301;1747475009301;;
419;567;0.2185061;0.5254951;0.1982556;0.5146893;479.0;0.345063;True;5/17/2025 12:43:29 PM:354;1747475009354;;
413;567;0.2153295;0.525261;0.1744032;0.5046732;478.9;0.3450653;True;5/17/2025 12:43:29 PM:409;1747475009409;;
412;567;0.2149984;0.5251632;0.2022701;0.5157968;478.8;0.3444514;True;5/17/2025 12:43:29 PM:458;1747475009458;;
