X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
1158;856;0.6035236;0.7928917;0.6035236;0.7928917;28309.6;0.1921285;True;7/14/2025 9:35:57 AM:799;1752474957799;;
1155;847;0.6016805;0.7849351;0.5863603;0.718865;28287.7;0.2184833;True;7/14/2025 9:35:57 AM:864;1752474957864;;
1145;812;0.5966059;0.7522588;0.5535887;0.4766779;28388.1;0.2279422;True;7/14/2025 9:35:57 AM:926;1752474957926;;
1131;779;0.5894482;0.7214398;0.5292906;0.4635662;28466.6;0.2195557;True;7/14/2025 9:35:57 AM:989;1752474957989;;
1137;755;0.5922832;0.6998641;0.6165964;0.5158862;28454.2;0.2249124;True;7/14/2025 9:35:58 AM:50;1752474958050;;
1129;723;0.58833;0.6696019;0.5565647;0.427969;28452.1;0.2284985;True;7/14/2025 9:35:58 AM:117;1752474958117;;
1159;700;0.6041659;0.6483552;0.7388355;0.4680114;27984.8;0.2104304;True;7/14/2025 9:35:58 AM:179;1752474958179;;
1135;676;0.5914928;0.6259831;0.486098;0.4405237;27484.9;0.2145307;True;7/14/2025 9:35:58 AM:242;1752474958242;;
1179;672;0.6140944;0.6229713;0.7966427;0.5985637;27233.6;0.2067044;True;7/14/2025 9:35:58 AM:307;1752474958307;;
1217;668;0.6343328;0.6194271;0.8017098;0.5900164;26914.1;0.2062574;True;7/14/2025 9:35:58 AM:371;1752474958371;;
1244;685;0.6483498;0.6342606;0.7688845;0.7625785;26620.7;0.2231719;True;7/14/2025 9:35:58 AM:433;1752474958433;;
1263;664;0.6580017;0.6151507;0.7381771;0.4567519;26387.7;0.2205577;True;7/14/2025 9:35:58 AM:496;1752474958496;;
1187;645;0.618341;0.5974856;0.281514;0.4466937;26112.4;0.213882;True;7/14/2025 9:35:58 AM:558;1752474958558;;
1095;621;0.570435;0.5757776;0.1708708;0.3932157;25869.8;0.2003534;True;7/14/2025 9:35:58 AM:620;1752474958620;;
1058;561;0.5513443;0.5194476;0.3875525;0.04010409;25762.4;0.2083007;True;7/14/2025 9:35:58 AM:681;1752474958681;;
1023;541;0.5330266;0.5013673;0.3773349;0.3478361;25788.0;0.201134;True;7/14/2025 9:35:58 AM:743;1752474958743;;
993;524;0.5174407;0.4859741;0.3773932;0.3477878;25810.9;0.2011557;True;7/14/2025 9:35:58 AM:801;1752474958801;;
936;543;0.4876511;0.5033624;0.2333082;0.6535634;25624.8;0.1959134;True;7/14/2025 9:35:58 AM:863;1752474958863;;
903;561;0.4705886;0.5200031;0.327882;0.6603078;25621.8;0.1990254;True;7/14/2025 9:35:58 AM:926;1752474958926;;
842;574;0.4386516;0.5322856;0.1714984;0.6364464;25632.7;0.205412;True;7/14/2025 9:35:58 AM:988;1752474958988;;
797;575;0.4154768;0.5325316;0.2211773;0.5346137;25612.7;0.2116989;True;7/14/2025 9:35:59 AM:51;1752474959051;;
734;571;0.3825833;0.5295548;0.1066937;0.5042534;25478.9;0.2185476;True;7/14/2025 9:35:59 AM:113;1752474959113;;
693;550;0.3610888;0.5100812;0.1839693;0.348529;25314.5;0.2148992;True;7/14/2025 9:35:59 AM:176;1752474959176;;
652;539;0.3396284;0.4994198;0.1590683;0.4089021;25105.5;0.2124957;True;7/14/2025 9:35:59 AM:238;1752474959238;;
725;551;0.3779207;0.5106839;0.7108681;0.6086497;25041.0;0.2171391;True;7/14/2025 9:35:59 AM:298;1752474959298;;
822;586;0.4283868;0.5432419;0.8465899;0.8155388;24852.1;0.2226633;True;7/14/2025 9:35:59 AM:362;1752474959362;;
880;618;0.4583911;0.5724446;0.705929;0.8142417;24770.8;0.2178864;True;7/14/2025 9:35:59 AM:425;1752474959425;;
943;625;0.4916006;0.5792657;0.7727067;0.6371987;24750.0;0.2284576;True;7/14/2025 9:35:59 AM:487;1752474959487;;
960;655;0.5000306;0.6066279;0.5698192;0.8332235;24739.5;0.2234495;True;7/14/2025 9:35:59 AM:552;1752474959552;;
