X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
1275;140;0.4983312;0.1123163;0.4983312;0.1123163;321.2;0.2570034;False;6/2/2025 4:51:30 PM:97;1748872290097;;
1275;140;0.4983312;0.1123163;0.4983312;0.1123163;321.2;0.2466155;False;6/2/2025 4:51:30 PM:108;1748872290108;;
1275;140;0.4983312;0.1123163;0.4983312;0.1123163;321.2;0.2552573;False;6/2/2025 4:51:30 PM:117;1748872290117;;
1275;140;0.4983312;0.1123163;0.4983146;0.1123534;321.9;0.2654713;False;6/2/2025 4:51:30 PM:130;1748872290130;;
1275;140;0.4983312;0.1123163;0.4983146;0.1123534;322.5;0.2685169;False;6/2/2025 4:51:30 PM:140;1748872290140;;
1275;140;0.4983312;0.1123163;0.4983146;0.1123534;323.0;0.2695749;False;6/2/2025 4:51:30 PM:149;1748872290149;;
1275;140;0.4983312;0.1123163;0.4983146;0.1123534;323.5;0.2689363;False;6/2/2025 4:51:30 PM:160;1748872290160;;
1275;140;0.4983312;0.1123163;0.4983146;0.1123534;323.9;0.2694199;False;6/2/2025 4:51:30 PM:169;1748872290169;;
1281;140;0.5005173;0.1122002;0.5419161;0.09829586;323.7;0.2681012;False;6/2/2025 4:51:30 PM:182;1748872290182;;
1291;139;0.5045992;0.1119762;0.5696834;0.08934693;323.6;0.2706544;False;6/2/2025 4:51:30 PM:192;1748872290192;;
1303;139;0.5092394;0.1117096;0.5781012;0.08663407;323.4;0.2719427;False;6/2/2025 4:51:30 PM:201;1748872290201;;
1310;139;0.5120577;0.1115364;0.5663217;0.09043033;323.3;0.2712995;False;6/2/2025 4:51:30 PM:210;1748872290210;;
1317;138;0.5146614;0.1113697;0.56636;0.09041801;323.2;0.2714442;False;6/2/2025 4:51:30 PM:221;1748872290221;;
1324;138;0.5174666;0.1111799;0.5652364;0.09076603;324.1;0.2482111;False;6/2/2025 4:51:30 PM:233;1748872290233;;
1331;138;0.52008;0.1109999;0.5703451;0.08911959;324.9;0.2492239;False;6/2/2025 4:51:30 PM:244;1748872290244;;
1337;138;0.5225614;0.1108262;0.5749294;0.08764218;325.7;0.2509598;False;6/2/2025 4:51:30 PM:254;1748872290254;;
1345;138;0.5256287;0.1106105;0.5834036;0.084911;326.3;0.2512109;False;6/2/2025 4:51:30 PM:263;1748872290263;;
1347;137;0.5261962;0.1105529;0.5494165;0.09585433;329.4;0.2284866;False;6/2/2025 4:51:30 PM:277;1748872290277;;
1347;137;0.5264578;0.1105231;0.5453606;0.09716148;332.2;0.230326;False;6/2/2025 4:51:30 PM:286;1748872290286;;
1348;137;0.5266815;0.1104971;0.5450453;0.09726302;334.7;0.2307981;False;6/2/2025 4:51:30 PM:296;1748872290296;;
1349;137;0.5272117;0.1104464;0.5541889;0.09431612;336.9;0.2311659;False;6/2/2025 4:51:30 PM:306;1748872290306;;
1265;227;0.4943092;0.1825887;0.4650954;0.2450465;339.0;0.2323901;False;6/2/2025 4:51:38 PM:3;1748872298003;;
1265;226;0.4941713;0.181539;0.489536;0.1609504;335.7;0.2506891;False;6/2/2025 4:51:38 PM:18;1748872298018;;
1271;220;0.4966547;0.176925;0.5367145;0.09996565;332.7;0.2640764;False;6/2/2025 4:51:38 PM:27;1748872298027;;
1277;215;0.4991984;0.1728165;0.5412511;0.09850349;330.1;0.2651603;False;6/2/2025 4:51:38 PM:36;1748872298036;;
1282;211;0.5008269;0.169384;0.5337121;0.1009332;327.7;0.2654953;False;6/2/2025 4:51:38 PM:45;1748872298045;;
1285;207;0.5023374;0.1662063;0.5337461;0.1009222;325.5;0.2655354;False;6/2/2025 4:51:38 PM:54;1748872298054;;
1316;199;0.5143246;0.1601834;0.5997693;0.07964698;323.6;0.2576079;False;6/2/2025 4:51:38 PM:67;1748872298067;;
1337;194;0.522507;0.1558594;0.5994442;0.07975176;321.9;0.2587177;False;6/2/2025 4:51:38 PM:77;1748872298077;;
1357;189;0.5301608;0.151705;0.6076212;0.07212583;320.3;0.2601574;False;6/2/2025 4:51:38 PM:87;1748872298087;;
