X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
1086;670;0.5658613;0.6212084;0.5658613;0.6212084;15499.9;0.1804552;True;7/14/2025 9:50:25 AM:256;1752475825256;;
1081;643;0.5632881;0.5960212;0.5412532;0.3810465;15394.7;0.1916263;True;7/14/2025 9:50:25 AM:302;1752475825302;;
1159;640;0.6039084;0.5935096;1.01585;0.5677198;15304.1;0.2006748;True;7/14/2025 9:50:25 AM:340;1752475825340;;
1251;652;0.6520298;0.6041549;1.091233;0.7027038;15188.0;0.1968237;True;7/14/2025 9:50:25 AM:383;1752475825383;;
1314;648;0.6845495;0.6005892;1.026631;0.5626019;15078.5;0.195355;True;7/14/2025 9:50:25 AM:420;1752475825420;;
1369;643;0.7130745;0.5958997;1.067497;0.5368436;14979.9;0.1953479;True;7/14/2025 9:50:25 AM:451;1752475825451;;
1437;641;0.7486876;0.5938886;1.100984;0.5736929;14908.4;0.1954064;True;7/14/2025 9:50:25 AM:489;1752475825489;;
1492;654;0.7771375;0.6057468;1.052024;0.7217865;14856.0;0.1935052;True;7/14/2025 9:50:25 AM:530;1752475825530;;
1543;662;0.8040394;0.6133096;1.059962;0.6862361;14817.6;0.1882187;True;7/14/2025 9:50:25 AM:571;1752475825571;;
1569;666;0.8175732;0.6169715;0.9396894;0.6503642;14767.3;0.1910519;True;7/14/2025 9:50:25 AM:615;1752475825615;;
1600;677;0.8337005;0.6269275;0.9996004;0.7304769;14727.2;0.1912415;True;7/14/2025 9:50:25 AM:651;1752475825651;;
1631;677;0.8497803;0.626994;1.034107;0.6277665;14690.4;0.1910617;True;7/14/2025 9:50:25 AM:685;1752475825685;;
1656;678;0.8625341;0.6282583;0.9841897;0.640466;14666.0;0.1924145;True;7/14/2025 9:50:25 AM:727;1752475825727;;
1674;679;0.8719586;0.6291894;0.9840523;0.6403966;14644.0;0.1923802;True;7/14/2025 9:50:25 AM:759;1752475825759;;
1700;678;0.8857383;0.6277953;1.022703;0.6137518;14620.0;0.190258;True;7/14/2025 9:50:25 AM:798;1752475825798;;
1737;682;0.9051997;0.631995;1.092795;0.6730765;14605.7;0.1946021;True;7/14/2025 9:50:25 AM:838;1752475825838;;
1763;681;0.9185421;0.6311623;1.049845;0.6228501;14618.5;0.1928124;True;7/14/2025 9:50:25 AM:878;1752475825878;;
1782;693;0.9282271;0.6419082;1.01912;0.743907;14590.1;0.1898481;True;7/14/2025 9:50:25 AM:919;1752475825919;;
1783;692;0.9288414;0.6415539;0.9349357;0.6380016;14576.6;0.1834401;True;7/14/2025 9:50:25 AM:959;1752475825959;;
1790;695;0.9324872;0.6442872;0.9759132;0.6772093;14564.4;0.1834089;True;7/14/2025 9:50:25 AM:991;1752475825991;;
1802;701;0.9385754;0.6497928;0.9950712;0.7014642;14548.2;0.1885977;True;7/14/2025 9:50:26 AM:34;1752475826034;;
1832;715;0.9544045;0.6624959;1.117313;0.7949899;14483.3;0.1855219;True;7/14/2025 9:50:26 AM:71;1752475826071;;
1850;718;0.9640372;0.6654818;1.055498;0.6942101;14460.7;0.1879707;True;7/14/2025 9:50:26 AM:112;1752475826112;;
1871;726;0.9746787;0.6730153;1.074609;0.7446805;14458.8;0.1929515;True;7/14/2025 9:50:26 AM:153;1752475826153;;
1887;733;0.9829625;0.6788957;1.080423;0.7489872;14457.1;0.1929526;True;7/14/2025 9:50:26 AM:186;1752475826186;;
1901;738;0.9904515;0.6839013;1.06662;0.7354698;14474.4;0.1948461;True;7/14/2025 9:50:26 AM:225;1752475826225;;
1919;730;0.9996513;0.6765584;1.086941;0.6058285;14470.0;0.192753;True;7/14/2025 9:50:26 AM:266;1752475826266;;
1933;727;1.007159;0.6735464;1.085154;0.6417833;14492.1;0.1869533;True;7/14/2025 9:50:26 AM:303;1752475826303;Offscreen;
