X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
1564;687;0.8147099;0.6365242;0.8147099;0.6365242;687.8;0.3643994;True;5/24/2025 12:52:43 AM:989;1748037163989;;
1513;685;0.7882808;0.6343175;0.7306546;0.6086885;687.8;0.3646496;True;5/24/2025 12:52:44 AM:121;1748037164121;;
1467;690;0.7641178;0.6391159;0.7018647;0.6727436;687.7;0.3665988;True;5/24/2025 12:52:44 AM:240;1748037164240;;
1474;686;0.7677805;0.6358886;0.7860174;0.6057618;687.6;0.3652007;True;5/24/2025 12:52:44 AM:347;1748037164347;;
1437;687;0.7487628;0.6361298;0.6899689;0.6429107;687.7;0.3667714;True;5/24/2025 12:52:44 AM:443;1748037164443;;
1459;676;0.760101;0.6266548;0.7994012;0.5688569;688.0;0.3678308;True;5/24/2025 12:52:44 AM:535;1748037164535;;
1482;670;0.7719085;0.6210004;0.8235735;0.5618683;688.4;0.3688249;True;5/24/2025 12:52:44 AM:600;1748037164600;;
1461;670;0.7613459;0.6209577;0.714042;0.5955945;688.7;0.3701288;True;5/24/2025 12:52:44 AM:666;1748037164666;;
1465;674;0.763057;0.6244538;0.7850857;0.6583002;688.9;0.3703632;True;5/24/2025 12:52:44 AM:717;1748037164717;;
1467;668;0.7645763;0.6189805;0.7880178;0.5563982;689.2;0.371444;True;5/24/2025 12:52:44 AM:766;1748037164766;;
1470;687;0.7656282;0.6369387;0.7866222;0.7209705;689.5;0.3702028;True;5/24/2025 12:52:44 AM:820;1748037164820;;
1470;698;0.7656863;0.6465273;0.7718323;0.7114875;689.7;0.371909;True;5/24/2025 12:52:44 AM:878;1748037164878;;
1477;698;0.7696348;0.6466866;0.8076066;0.6588761;689.8;0.369059;True;5/24/2025 12:52:44 AM:933;1748037164933;;
1477;693;0.7696455;0.6420269;0.7826339;0.5977579;690.0;0.3709417;True;5/24/2025 12:52:44 AM:994;1748037164994;;
1476;689;0.768979;0.6381646;0.7593921;0.5902214;690.1;0.3692062;True;5/24/2025 12:52:45 AM:46;1748037165046;;
1482;684;0.7723204;0.6334268;0.8075485;0.5774062;690.3;0.3699641;True;5/24/2025 12:52:45 AM:101;1748037165101;;
1482;684;0.7722808;0.6336684;0.7712962;0.6392523;690.4;0.3691831;True;5/24/2025 12:52:45 AM:153;1748037165153;;
1482;684;0.7723218;0.6342229;0.7743806;0.6470727;690.5;0.3703794;True;5/24/2025 12:52:45 AM:202;1748037165202;;
1489;684;0.7757924;0.6342143;0.8126342;0.6334845;690.6;0.3713428;True;5/24/2025 12:52:45 AM:251;1748037165251;;
1489;684;0.7757961;0.6342339;0.7759058;0.6357926;690.8;0.3715865;True;5/24/2025 12:52:45 AM:299;1748037165299;;
1490;686;0.7763997;0.6352105;0.7959303;0.6577069;691.0;0.3727187;True;5/24/2025 12:52:45 AM:346;1748037165346;;
1490;678;0.7764634;0.628405;0.7792122;0.5667217;691.1;0.372478;True;5/24/2025 12:52:45 AM:394;1748037165394;;
1491;675;0.776742;0.6258106;0.7919539;0.5820602;691.3;0.3708309;True;5/24/2025 12:52:45 AM:441;1748037165441;;
1487;668;0.774663;0.6189393;0.7525933;0.548266;691.4;0.3716979;True;5/24/2025 12:52:45 AM:489;1748037165489;;
1487;668;0.7746769;0.6187825;0.7762619;0.593438;691.5;0.3698508;True;5/24/2025 12:52:45 AM:540;1748037165540;;
1482;668;0.7718935;0.618582;0.74359;0.6084556;691.4;0.3714316;True;5/24/2025 12:52:45 AM:588;1748037165588;;
1485;668;0.7738534;0.6189159;0.7986984;0.6266245;691.5;0.3713165;True;5/24/2025 12:52:45 AM:635;1748037165635;;
1492;643;0.7770966;0.5961271;0.8107644;0.4810953;691.5;0.3690154;True;5/24/2025 12:52:45 AM:684;1748037165684;;
1490;643;0.7762392;0.5960176;0.762479;0.5914965;691.5;0.368964;True;5/24/2025 12:52:45 AM:732;1748037165732;;
1496;642;0.779271;0.5946066;0.8121698;0.5565684;691.5;0.3699933;True;5/24/2025 12:52:45 AM:780;1748037165780;;
1488;650;0.7754495;0.6026004;0.7461191;0.6569328;691.5;0.3709435;True;5/24/2025 12:52:45 AM:837;1748037165837;;
1488;626;0.7753362;0.580265;0.7697967;0.472901;691.4;0.3697864;True;5/24/2025 12:52:45 AM:890;1748037165890;;
1502;606;0.782747;0.5617569;0.8304129;0.4550554;691.4;0.3680516;True;5/24/2025 12:52:45 AM:938;1748037165938;;
1502;606;0.7827616;0.5620024;0.786393;0.5674814;691.3;0.3674177;True;5/24/2025 12:52:45 AM:987;1748037165987;;
1359;632;0.7078784;0.5859953;0.588826;0.6838453;691.3;0.3691694;True;5/24/2025 12:52:46 AM:44;1748037166044;;
1303;655;0.6788958;0.6071293;0.6014937;0.7112628;691.2;0.365687;True;5/24/2025 12:52:46 AM:92;1748037166092;;
1272;650;0.6626241;0.6018937;0.6057362;0.5502944;691.1;0.3648123;True;5/24/2025 12:52:46 AM:142;1748037166142;;
1258;658;0.6553348;0.6097142;0.6171526;0.6717682;690.9;0.3655843;True;5/24/2025 12:52:46 AM:195;1748037166195;;
1223;658;0.6372113;0.609867;0.5717592;0.6227964;690.6;0.365389;True;5/24/2025 12:52:46 AM:247;1748037166247;;
1218;667;0.6344703;0.6176611;0.6085962;0.683607;690.2;0.3660786;True;5/24/2025 12:52:46 AM:304;1748037166304;;
1245;640;0.6485001;0.5926746;0.7097975;0.4900002;689.8;0.3647018;True;5/24/2025 12:52:46 AM:356;1748037166356;;
1259;645;0.6561102;0.5972899;0.704809;0.650825;689.5;0.3664067;True;5/24/2025 12:52:46 AM:408;1748037166408;;
1268;648;0.6609184;0.6003184;0.7049173;0.6507539;689.2;0.366436;True;5/24/2025 12:52:46 AM:455;1748037166455;;
1268;666;0.6606329;0.6168869;0.6553971;0.7192526;688.9;0.3664259;True;5/24/2025 12:52:46 AM:504;1748037166504;;
1163;670;0.6059971;0.6209722;0.5038943;0.6814362;688.5;0.3674987;True;5/24/2025 12:52:46 AM:563;1748037166563;;
1048;750;0.5460501;0.6953213;0.4365997;0.8891199;688.1;0.3653142;True;5/24/2025 12:52:46 AM:613;1748037166613;;
1037;751;0.5404198;0.6954222;0.5125325;0.7041718;687.6;0.3626834;True;5/24/2025 12:52:46 AM:666;1748037166666;;
1027;799;0.5351931;0.7402445;0.5052202;0.8881551;687.0;0.3652116;True;5/24/2025 12:52:46 AM:719;1748037166719;;
1041;816;0.5424991;0.7559093;0.5947248;0.8506091;686.5;0.366969;True;5/24/2025 12:52:46 AM:772;1748037166772;;
1019;813;0.5311226;0.7531574;0.4814525;0.7227941;686.0;0.3649132;True;5/24/2025 12:52:46 AM:823;1748037166823;;
