X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
912;563;0.4754113;0.5218639;0.4754113;0.5218639;557.1;0.3541704;True;5/17/2025 1:27:38 PM:964;1747477658964;;
855;562;0.445426;0.5212345;0.3834473;0.5070764;557.1;0.3520677;True;5/17/2025 1:27:39 PM:84;1747477659084;;
979;552;0.5101796;0.5119008;0.5954615;0.4545808;557.1;0.3520116;True;5/17/2025 1:27:39 PM:187;1747477659187;;
985;549;0.5134487;0.5091206;0.5331072;0.467051;557.1;0.3525544;True;5/17/2025 1:27:39 PM:291;1747477659291;;
993;548;0.5174423;0.507481;0.5448322;0.4661614;557.1;0.352305;True;5/17/2025 1:27:39 PM:383;1747477659383;;
954;547;0.4969916;0.5068905;0.4412146;0.4897074;557.2;0.3519234;True;5/17/2025 1:27:39 PM:475;1747477659475;;
999;544;0.5204691;0.5041389;0.5882242;0.4544272;557.3;0.3530379;True;5/17/2025 1:27:39 PM:544;1747477659544;;
1004;544;0.5231773;0.5038587;0.5514847;0.4977621;557.5;0.3534945;True;5/17/2025 1:27:39 PM:603;1747477659603;;
972;545;0.5067073;0.5048178;0.44127;0.5198054;557.5;0.3524891;True;5/17/2025 1:27:39 PM:652;1747477659652;;
958;546;0.4992736;0.5055786;0.4537247;0.5203109;557.5;0.3516385;True;5/17/2025 1:27:39 PM:703;1747477659703;;
961;546;0.500933;0.5056288;0.5222272;0.5082036;557.6;0.3534895;True;5/17/2025 1:27:39 PM:753;1747477659753;;
938;546;0.4885843;0.5064343;0.4302043;0.5252706;557.6;0.3551191;True;5/17/2025 1:27:39 PM:806;1747477659806;;
936;547;0.4877269;0.5068393;0.4691424;0.5219234;557.6;0.3529948;True;5/17/2025 1:27:39 PM:856;1747477659856;;
901;547;0.4697065;0.507252;0.3942472;0.5247383;557.5;0.3524956;True;5/17/2025 1:27:39 PM:903;1747477659903;;
870;547;0.4531674;0.5072931;0.3814239;0.5158538;557.4;0.3512874;True;5/17/2025 1:27:39 PM:952;1747477659952;;
860;547;0.4481679;0.5073099;0.402293;0.5106459;557.4;0.3509017;True;5/17/2025 1:27:40 PM:0;1747477660000;;
776;548;0.4045659;0.5076833;0.291726;0.5260816;557.3;0.3515459;True;5/17/2025 1:27:40 PM:45;1747477660045;;
697;548;0.3631869;0.5079026;0.258557;0.5243582;557.2;0.3532562;True;5/17/2025 1:27:40 PM:94;1747477660094;;
619;548;0.3225373;0.5079669;0.2208599;0.5209736;557.1;0.3521267;True;5/17/2025 1:27:40 PM:139;1747477660139;;
572;548;0.2981448;0.5079971;0.2195654;0.5200723;557.0;0.3500248;True;5/17/2025 1:27:40 PM:184;1747477660184;;
554;548;0.2888734;0.5082054;0.2410437;0.5260795;557.0;0.3526407;True;5/17/2025 1:27:40 PM:233;1747477660233;;
537;548;0.2799627;0.5082766;0.2314566;0.5232659;556.8;0.3511493;True;5/17/2025 1:27:40 PM:285;1747477660285;;
535;548;0.2786798;0.5082825;0.2578855;0.5213279;556.7;0.3531456;True;5/17/2025 1:27:40 PM:338;1747477660338;;
535;548;0.2786592;0.5083289;0.2762062;0.5185531;556.6;0.3527408;True;5/17/2025 1:27:40 PM:385;1747477660385;;
514;549;0.2678905;0.5083759;0.211795;0.5180362;556.5;0.3527254;True;5/17/2025 1:27:40 PM:440;1747477660440;;
520;549;0.2710226;0.5084149;0.2986383;0.5174088;556.4;0.3526203;True;5/17/2025 1:27:40 PM:487;1747477660487;;
451;543;0.2349355;0.5030322;0.1393778;0.4537203;556.4;0.3892133;True;5/17/2025 1:27:40 PM:539;1747477660539;;
451;543;0.2353273;0.503615;0.2474889;0.5225643;556.4;0.3531383;True;5/17/2025 1:27:40 PM:587;1747477660587;;
474;544;0.2468752;0.5039229;0.3065978;0.51977;556.4;0.3532905;True;5/17/2025 1:27:40 PM:636;1747477660636;;
485;544;0.2527483;0.5045189;0.2990872;0.5269809;556.4;0.3518784;True;5/17/2025 1:27:40 PM:685;1747477660685;;
509;545;0.2651528;0.5049511;0.3311231;0.5267088;556.3;0.3506978;True;5/17/2025 1:27:40 PM:735;1747477660735;;
509;545;0.2652534;0.5053045;0.2784265;0.5268717;556.4;0.3524137;True;5/17/2025 1:27:40 PM:788;1747477660788;;
568;545;0.2962658;0.5055379;0.3930752;0.5265392;556.5;0.3542796;True;5/17/2025 1:27:40 PM:837;1747477660837;;
632;546;0.3295343;0.5056403;0.4274898;0.5245848;556.6;0.3527017;True;5/17/2025 1:27:40 PM:886;1747477660886;;
653;546;0.3404001;0.5058783;0.3984408;0.5283234;556.8;0.3529666;True;5/17/2025 1:27:40 PM:937;1747477660937;;
662;546;0.3452941;0.5060549;0.3892491;0.5283564;556.9;0.3515961;True;5/17/2025 1:27:40 PM:987;1747477660987;;
672;546;0.3503799;0.5061932;0.3976637;0.5148267;557.0;0.3514572;True;5/17/2025 1:27:41 PM:34;1747477661034;;
675;546;0.3518467;0.5064223;0.3839163;0.5284996;557.1;0.3506226;True;5/17/2025 1:27:41 PM:86;1747477661086;;
685;547;0.3569827;0.5066014;0.4063507;0.5284969;557.3;0.3521726;True;5/17/2025 1:27:41 PM:139;1747477661139;;
687;547;0.3580768;0.5067167;0.3920698;0.5282278;557.3;0.3518858;True;5/17/2025 1:27:41 PM:189;1747477661189;;
688;547;0.3585525;0.5068704;0.373733;0.5294275;557.4;0.352877;True;5/17/2025 1:27:41 PM:246;1747477661246;;
798;547;0.4159829;0.5069897;0.5324308;0.5228591;557.7;0.3537725;True;5/17/2025 1:27:41 PM:304;1747477661304;;
939;546;0.4895824;0.5063726;0.6198424;0.4942257;557.9;0.3533157;True;5/17/2025 1:27:41 PM:353;1747477661353;;
1157;542;0.6029131;0.5025128;0.7429432;0.4615944;558.1;0.3521715;True;5/17/2025 1:27:41 PM:405;1747477661405;;
1172;542;0.6108694;0.5022651;0.6383789;0.4908669;558.2;0.3521304;True;5/17/2025 1:27:41 PM:453;1747477661453;;
1193;541;0.6217747;0.5018122;0.6601338;0.4847467;558.4;0.3534948;True;5/17/2025 1:27:41 PM:501;1747477661501;;
1222;541;0.6366828;0.501206;0.6865639;0.4799889;558.6;0.3516732;True;5/17/2025 1:27:41 PM:551;1747477661551;;
1280;539;0.6667275;0.4996501;0.7442013;0.4651867;558.8;0.3522606;True;5/17/2025 1:27:41 PM:602;1747477661602;;
1316;534;0.6858793;0.4952125;0.7487262;0.4377671;559.1;0.352496;True;5/17/2025 1:27:41 PM:649;1747477661649;;
1357;532;0.7072232;0.4934132;0.7737814;0.4503241;559.4;0.35327;True;5/17/2025 1:27:41 PM:701;1747477661701;;
1360;532;0.7087199;0.4933537;0.7246972;0.4679021;559.7;0.3514981;True;5/17/2025 1:27:41 PM:750;1747477661750;;
1375;531;0.7165582;0.4919469;0.7609528;0.4488482;559.8;0.3522822;True;5/17/2025 1:27:41 PM:799;1747477661799;;
1528;523;0.7959889;0.4847613;0.9261484;0.4071182;560.1;0.3512566;True;5/17/2025 1:27:41 PM:849;1747477661849;;
1559;515;0.812218;0.4769868;0.8667341;0.3937459;560.2;0.3516693;True;5/17/2025 1:27:41 PM:900;1747477661900;;
1524;514;0.7941025;0.4764365;0.7125002;0.4640966;560.3;0.3516327;True;5/17/2025 1:27:41 PM:950;1747477661950;;
1486;514;0.774124;0.4764014;0.6886311;0.4757264;560.3;0.3519037;True;5/17/2025 1:27:41 PM:999;1747477661999;;
1473;514;0.7676485;0.4761714;0.7112826;0.4676554;560.4;0.3508956;True;5/17/2025 1:27:42 PM:47;1747477662047;;
1439;514;0.749552;0.4761636;0.6658446;0.4759324;560.3;0.351607;True;5/17/2025 1:27:42 PM:97;1747477662097;;
1434;514;0.747111;0.4760714;0.7040575;0.4708461;560.4;0.352193;True;5/17/2025 1:27:42 PM:144;1747477662144;;
1436;513;0.7480906;0.4758343;0.7570909;0.4554209;560.5;0.3526443;True;5/17/2025 1:27:42 PM:194;1747477662194;;
1435;513;0.7474479;0.4757421;0.7203144;0.4676741;560.5;0.3528559;True;5/17/2025 1:27:42 PM:243;1747477662243;;
1434;513;0.7473703;0.4756732;0.7254384;0.4698993;560.5;0.3525373;True;5/17/2025 1:27:42 PM:290;1747477662290;;
1434;513;0.7470642;0.4756429;0.7374386;0.4657817;560.6;0.3541154;True;5/17/2025 1:27:42 PM:340;1747477662340;;
1416;513;0.7376822;0.4756934;0.6754745;0.4780127;560.7;0.3526759;True;5/17/2025 1:27:42 PM:388;1747477662388;;
1228;517;0.6395858;0.4789627;0.4895475;0.5184914;560.8;0.352054;True;5/17/2025 1:27:42 PM:438;1747477662438;;
1191;518;0.6206029;0.4802054;0.557271;0.5077301;560.8;0.3531653;True;5/17/2025 1:27:42 PM:487;1747477662487;;
1146;519;0.5973639;0.4814372;0.525391;0.5114977;560.8;0.3543928;True;5/17/2025 1:27:42 PM:537;1747477662537;;
1139;520;0.5935869;0.4820168;0.56438;0.507;560.8;0.351974;True;5/17/2025 1:27:42 PM:585;1747477662585;;
1113;521;0.5799014;0.4828411;0.5209692;0.5124338;560.8;0.3533753;True;5/17/2025 1:27:42 PM:636;1747477662636;;
1112;521;0.5796757;0.4828544;0.5713943;0.4994925;560.8;0.3530641;True;5/17/2025 1:27:42 PM:685;1747477662685;;
976;523;0.508422;0.4847261;0.3817758;0.5270516;560.8;0.3541428;True;5/17/2025 1:27:42 PM:735;1747477662735;;
979;523;0.510093;0.4847879;0.5476583;0.5044025;560.9;0.3538142;True;5/17/2025 1:27:42 PM:783;1747477662783;;
980;523;0.5104203;0.4849439;0.5395851;0.4987453;560.9;0.3543207;True;5/17/2025 1:27:42 PM:831;1747477662831;;
937;525;0.4881158;0.4867491;0.4194269;0.5304681;560.9;0.3546459;True;5/17/2025 1:27:42 PM:878;1747477662878;;
763;526;0.397523;0.4876953;0.2682767;0.5253816;560.9;0.353092;True;5/17/2025 1:27:42 PM:928;1747477662928;;
692;527;0.3607572;0.4883527;0.2868397;0.5243997;560.9;0.3532315;True;5/17/2025 1:27:42 PM:982;1747477662982;;
690;528;0.3596248;0.4889877;0.3525866;0.5269907;561.0;0.3525895;True;5/17/2025 1:27:43 PM:29;1747477663029;;
684;528;0.3563551;0.4894958;0.3372588;0.5271174;561.0;0.3520902;True;5/17/2025 1:27:43 PM:79;1747477663079;;
615;528;0.3203298;0.4896143;0.2343316;0.518451;561.0;0.3542737;True;5/17/2025 1:27:43 PM:127;1747477663127;;
603;529;0.3142027;0.4898494;0.2812952;0.5244479;560.9;0.3531783;True;5/17/2025 1:27:43 PM:175;1747477663175;;
603;529;0.3142253;0.4900957;0.3146326;0.5251614;560.9;0.3524395;True;5/17/2025 1:27:43 PM:229;1747477663229;;
603;529;0.3144352;0.4902503;0.3321398;0.5247407;560.9;0.3526742;True;5/17/2025 1:27:43 PM:279;1747477663279;;
603;529;0.3145676;0.4904986;0.3316335;0.5176843;560.9;0.352464;True;5/17/2025 1:27:43 PM:333;1747477663333;;
592;529;0.3085254;0.490622;0.2759495;0.5195495;560.9;0.3530633;True;5/17/2025 1:27:43 PM:396;1747477663396;;
592;529;0.3085507;0.4906629;0.3108565;0.5215796;560.9;0.3544224;True;5/17/2025 1:27:43 PM:448;1747477663448;;
618;530;0.3218911;0.4910432;0.386326;0.527466;560.9;0.3527502;True;5/17/2025 1:27:43 PM:497;1747477663497;;
629;530;0.327812;0.491259;0.373487;0.5260699;560.9;0.353299;True;5/17/2025 1:27:43 PM:551;1747477663551;;
634;530;0.3307033;0.4912781;0.3678479;0.5233186;560.9;0.3535705;True;5/17/2025 1:27:43 PM:602;1747477663602;;
643;530;0.3350506;0.491493;0.3824208;0.5272893;560.9;0.3535392;True;5/17/2025 1:27:43 PM:646;1747477663646;;
641;530;0.3339547;0.4915963;0.3223481;0.5223851;560.9;0.3534709;True;5/17/2025 1:27:43 PM:695;1747477663695;;
643;531;0.3349169;0.4917963;0.3606439;0.5271716;560.9;0.3540687;True;5/17/2025 1:27:43 PM:745;1747477663745;;
647;531;0.3372222;0.4919345;0.373604;0.5269806;560.9;0.352791;True;5/17/2025 1:27:43 PM:792;1747477663792;;
631;531;0.3286879;0.4920132;0.2863342;0.526378;561.0;0.3541007;True;5/17/2025 1:27:43 PM:842;1747477663842;;
639;531;0.3333254;0.4921095;0.3765545;0.5269748;560.9;0.3531084;True;5/17/2025 1:27:43 PM:892;1747477663892;;
642;531;0.3344044;0.4921512;0.3618263;0.5252228;560.9;0.3535174;True;5/17/2025 1:27:43 PM:940;1747477663940;;
650;531;0.3386987;0.4921895;0.3839222;0.5251608;560.9;0.3535486;True;5/17/2025 1:27:43 PM:992;1747477663992;;
645;531;0.3364047;0.492211;0.3172343;0.5253382;560.8;0.3528202;True;5/17/2025 1:27:44 PM:41;1747477664041;;
640;531;0.333762;0.4922475;0.3098717;0.5259978;560.6;0.3519081;True;5/17/2025 1:27:44 PM:88;1747477664088;;
631;531;0.3286694;0.4923035;0.2922976;0.5264215;560.5;0.3520029;True;5/17/2025 1:27:44 PM:140;1747477664140;;
623;531;0.3248992;0.4923613;0.2904146;0.5248978;560.4;0.3514512;True;5/17/2025 1:27:44 PM:188;1747477664188;;
623;531;0.3248741;0.4924333;0.3181823;0.5268756;560.3;0.3514123;True;5/17/2025 1:27:44 PM:231;1747477664231;;
551;532;0.287219;0.4928749;0.1899408;0.5058901;560.1;0.3513842;True;5/17/2025 1:27:44 PM:283;1747477664283;;
548;532;0.2856402;0.4928961;0.2635964;0.5211581;560.0;0.3528322;True;5/17/2025 1:27:44 PM:336;1747477664336;;
543;532;0.2828922;0.4930239;0.2506894;0.5178728;559.9;0.3502251;True;5/17/2025 1:27:44 PM:384;1747477664384;;
541;532;0.2819859;0.4931199;0.2605167;0.5182279;559.9;0.3523312;True;5/17/2025 1:27:44 PM:438;1747477664438;;
564;532;0.2941024;0.4931924;0.3485586;0.518131;559.8;0.3506193;True;5/17/2025 1:27:44 PM:487;1747477664487;;
547;532;0.2851822;0.493357;0.2305926;0.5227494;559.7;0.3508271;True;5/17/2025 1:27:44 PM:535;1747477664535;;
543;532;0.2832935;0.4934476;0.2537383;0.5219033;559.7;0.3509696;True;5/17/2025 1:27:44 PM:585;1747477664585;;
532;532;0.2773436;0.4934735;0.2279398;0.520966;559.7;0.3513907;True;5/17/2025 1:27:44 PM:634;1747477664634;;
532;533;0.2772227;0.4936235;0.2635104;0.523661;559.7;0.3517899;True;5/17/2025 1:27:44 PM:682;1747477664682;;
602;533;0.3135726;0.4940787;0.4021502;0.5291029;559.7;0.35324;True;5/17/2025 1:27:44 PM:733;1747477664733;;
606;533;0.3160372;0.4943367;0.3369204;0.527881;559.8;0.3517803;True;5/17/2025 1:27:44 PM:780;1747477664780;;
606;534;0.3160239;0.494572;0.3052331;0.5284978;559.8;0.3525171;True;5/17/2025 1:27:44 PM:830;1747477664830;;
606;534;0.3159486;0.494606;0.3126231;0.5257571;559.8;0.3514382;True;5/17/2025 1:27:44 PM:880;1747477664880;;
612;534;0.3188544;0.4947806;0.3450657;0.5284;559.8;0.3528329;True;5/17/2025 1:27:44 PM:930;1747477664930;;
624;534;0.3253829;0.4949053;0.3696133;0.5283425;559.8;0.3516522;True;5/17/2025 1:27:44 PM:977;1747477664977;;
624;534;0.3252985;0.4949399;0.3211878;0.5261348;559.8;0.3516525;True;5/17/2025 1:27:45 PM:27;1747477665027;;
625;534;0.3255737;0.4950104;0.3358541;0.5276682;559.8;0.3519762;True;5/17/2025 1:27:45 PM:76;1747477665076;;
627;534;0.3268619;0.4952213;0.3492546;0.5219361;559.8;0.3522153;True;5/17/2025 1:27:45 PM:124;1747477665124;;
640;535;0.3333641;0.4954468;0.3805784;0.5203353;559.8;0.3518285;True;5/17/2025 1:27:45 PM:175;1747477665175;;
640;535;0.3335851;0.4954884;0.34969;0.523617;559.8;0.3527439;True;5/17/2025 1:27:45 PM:223;1747477665223;;
641;535;0.3342434;0.4955947;0.3564486;0.5262124;559.8;0.3527791;True;5/17/2025 1:27:45 PM:271;1747477665271;;
637;535;0.3320255;0.495753;0.3114128;0.5275263;559.8;0.35284;True;5/17/2025 1:27:45 PM:320;1747477665320;;
637;535;0.3320624;0.4959123;0.3349242;0.5283361;559.8;0.3526715;True;5/17/2025 1:27:45 PM:367;1747477665367;;
636;535;0.3316087;0.4959622;0.3221859;0.5251952;559.8;0.3518586;True;5/17/2025 1:27:45 PM:419;1747477665419;;
626;535;0.3263961;0.4960062;0.28816;0.5251114;559.8;0.3514526;True;5/17/2025 1:27:45 PM:470;1747477665470;;
620;535;0.3233703;0.4960767;0.2904722;0.5269176;559.8;0.3522098;True;5/17/2025 1:27:45 PM:519;1747477665519;;
621;535;0.3235716;0.4960938;0.3290083;0.5257663;559.8;0.3516992;True;5/17/2025 1:27:45 PM:565;1747477665565;;
608;535;0.316968;0.4961713;0.2695422;0.5272806;559.7;0.3527987;True;5/17/2025 1:27:45 PM:614;1747477665614;;
603;535;0.3140688;0.4962047;0.2783328;0.5257018;559.7;0.3524499;True;5/17/2025 1:27:45 PM:662;1747477665662;;
597;535;0.3111443;0.4962438;0.2736739;0.5254826;559.7;0.3518866;True;5/17/2025 1:27:45 PM:713;1747477665713;;
