X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
942;466;0.4910507;0.432216;0.4910507;0.432216;371.7;0.1827579;False;6/24/2025 5:09:02 PM:699;1750774142699;;
943;463;0.4913518;0.4292608;0.5032962;0.3122838;371.7;0.1826271;False;6/24/2025 5:09:02 PM:714;1750774142714;;
943;461;0.4915062;0.4277651;0.4978191;0.3666897;371.7;0.182589;False;6/24/2025 5:09:02 PM:726;1750774142726;;
944;460;0.4918474;0.4260204;0.5031387;0.3683373;369.5;0.1945373;False;6/24/2025 5:09:02 PM:743;1750774142743;;
944;459;0.4920342;0.4252276;0.5001889;0.3906398;367.6;0.1944367;False;6/24/2025 5:09:02 PM:755;1750774142755;;
945;458;0.4922217;0.4246083;0.5000895;0.3986354;365.9;0.1944157;False;6/24/2025 5:09:02 PM:767;1750774142767;;
945;457;0.4923182;0.4237675;0.4955473;0.3956583;364.3;0.1881493;False;6/24/2025 5:09:02 PM:782;1750774142782;;
945;457;0.4922946;0.4237532;0.4912806;0.4231426;362.8;0.1880592;False;6/24/2025 5:09:02 PM:794;1750774142794;;
945;457;0.4922723;0.4237394;0.4912992;0.423136;361.5;0.1880634;False;6/24/2025 5:09:02 PM:807;1750774142807;;
945;457;0.4922491;0.4237255;0.4912796;0.423143;360.3;0.188059;False;6/24/2025 5:09:02 PM:820;1750774142820;;
950;425;0.4950403;0.394051;0.5089204;0.2469971;359.7;0.1906462;False;6/24/2025 5:09:02 PM:927;1750774142927;;
950;421;0.4952227;0.3904192;0.5027943;0.2402167;359.2;0.1907078;False;6/24/2025 5:09:02 PM:940;1750774142940;;
951;417;0.4953973;0.3868871;0.5028268;0.2371632;358.7;0.190705;False;6/24/2025 5:09:02 PM:952;1750774142952;;
951;413;0.495573;0.3833311;0.502825;0.2371513;358.2;0.190704;False;6/24/2025 5:09:02 PM:965;1750774142965;;
952;408;0.4961851;0.3786425;0.5162961;0.2251557;357.0;0.2004811;False;6/24/2025 5:09:02 PM:981;1750774142981;;
954;405;0.4970346;0.3756138;0.5326901;0.2488079;355.9;0.2004895;False;6/24/2025 5:09:02 PM:993;1750774142993;;
956;402;0.4979586;0.3728593;0.5376387;0.2548146;355.0;0.2004915;False;6/24/2025 5:09:03 PM:6;1750774143006;;
956;398;0.4980329;0.3686175;0.5004952;0.2285864;353.1;0.2152109;False;6/24/2025 5:09:03 PM:21;1750774143021;;
957;394;0.4985146;0.3656195;0.5196056;0.2347941;351.5;0.2152445;False;6/24/2025 5:09:03 PM:34;1750774143034;;
958;391;0.4990095;0.3625342;0.5195605;0.234841;350.0;0.2152422;False;6/24/2025 5:09:03 PM:47;1750774143047;;
958;388;0.4994141;0.3594789;0.5164835;0.231039;348.6;0.2152376;False;6/24/2025 5:09:03 PM:59;1750774143059;;
960;382;0.5002493;0.3539033;0.5229275;0.203104;347.2;0.2121624;False;6/24/2025 5:09:03 PM:79;1750774143079;;
961;378;0.5006058;0.3501348;0.5151594;0.1969213;345.9;0.2121631;False;6/24/2025 5:09:03 PM:92;1750774143092;;
963;374;0.5018051;0.3464856;0.5496798;0.2012407;344.8;0.212164;False;6/24/2025 5:09:03 PM:105;1750774143105;;
964;370;0.5025388;0.3432448;0.5255017;0.242105;344.7;0.2176175;False;6/24/2025 5:09:03 PM:122;1750774143122;;
967;367;0.503885;0.3405015;0.5576665;0.2311043;344.7;0.2176628;False;6/24/2025 5:09:03 PM:136;1750774143136;;
969;364;0.5051934;0.3378337;0.557611;0.2311602;344.7;0.2176588;False;6/24/2025 5:09:03 PM:148;1750774143148;;
969;358;0.5050661;0.3318377;0.5012151;0.1515927;345.6;0.220217;False;6/24/2025 5:09:03 PM:166;1750774143166;;
969;352;0.5048794;0.3264617;0.4984969;0.143841;346.5;0.2202297;False;6/24/2025 5:09:03 PM:182;1750774143182;;
969;346;0.5047244;0.3204536;0.5002013;0.1461224;347.2;0.2202194;False;6/24/2025 5:09:03 PM:200;1750774143200;;
1047;317;0.5457314;0.2939871;0.5530677;0.2892554;339.6;0.2306615;False;6/24/2025 5:09:06 PM:158;1750774146158;;
1049;315;0.5464834;0.2921918;0.5710838;0.2335411;332.7;0.2287184;False;6/24/2025 5:09:06 PM:174;1750774146174;;
1050;314;0.5471111;0.290915;0.5702773;0.2438382;326.5;0.2289998;False;6/24/2025 5:09:06 PM:188;1750774146188;;
1048;313;0.5463346;0.2903086;0.5214131;0.2708917;323.8;0.2157156;False;6/24/2025 5:09:06 PM:205;1750774146205;;
1048;312;0.5461605;0.2897025;0.5390877;0.2651303;321.4;0.2159982;False;6/24/2025 5:09:06 PM:218;1750774146218;;
1048;312;0.5459784;0.2890728;0.5390585;0.2651866;319.2;0.2159751;False;6/24/2025 5:09:06 PM:231;1750774146231;;
1047;311;0.5457234;0.288582;0.5357522;0.2694226;317.2;0.2159327;False;6/24/2025 5:09:06 PM:244;1750774146244;;
1045;309;0.5445969;0.2862042;0.5107999;0.2151547;314.9;0.2162173;False;6/24/2025 5:09:06 PM:263;1750774146263;;
1045;306;0.5444018;0.2834514;0.5373376;0.1842021;312.8;0.2162883;False;6/24/2025 5:09:06 PM:277;1750774146277;;
1045;303;0.5443735;0.280833;0.5433127;0.1829803;310.9;0.216314;False;6/24/2025 5:09:06 PM:292;1750774146292;;
1043;299;0.5433448;0.2774179;0.5120724;0.1741035;308.7;0.2140668;False;6/24/2025 5:09:06 PM:310;1750774146310;;
1042;295;0.5430067;0.2735844;0.5299259;0.1260772;306.7;0.2141173;False;6/24/2025 5:09:06 PM:323;1750774146323;;
1041;291;0.5423598;0.2702323;0.5186253;0.1478791;304.9;0.2141006;False;6/24/2025 5:09:06 PM:337;1750774146337;;
1041;288;0.5422087;0.2669239;0.5374286;0.1626503;304.4;0.216965;False;6/24/2025 5:09:06 PM:354;1750774146354;;
1042;284;0.5428444;0.2638652;0.5685337;0.140658;304.0;0.2170592;False;6/24/2025 5:09:06 PM:367;1750774146367;;
1043;281;0.5434063;0.2607223;0.5663037;0.1331434;303.6;0.2170569;False;6/24/2025 5:09:06 PM:380;1750774146380;;
